id,name_hu,name_de,name_en,locality,region,region_de,region_en,type,category,difficulty,difficulty_de,difficulty_en,distance_km,duration_min,elevation_gain_m,intro,intro_de,intro_en,highlights,highlights_de,highlights_en,access_notes,access_notes_de,access_notes_en,opening_info,opening_info_de,opening_info_en,ticket_info,ticket_info_de,ticket_info_en,website,phone,latitude,longitude,photo,photo_source,map_link,status,last_verified
szigligeti-var,Szigligeti vár,Burg Szigliget,Szigliget Castle,Szigliget,Észak,Nord,North,Belepos,Rom/Vár,Közepes,Mittel,Moderate,,,,"„ A Balaton talán legromantikusabb és legháborúsabb vára, ami egy vulkáni kúp tetején trónol. Mássz fel a vár falaira, és érezd magad a középkor bátor vitézének! A jutalmad a Balaton legszebb, 360 fokos panorámája lesz.”","""Die wohl romantischste und geschichtsträchtigste Burg am Plattensee, die auf der Spitze eines Vulkankegels thront. Erklimme die Burgmauern und fühl dich wie ein tapferer Ritter des Mittelalters! Dein Lohn wird das schönste 360-Grad-Panorama des Plattensees sein."" ","""Perhaps the most romantic and battle-scarred castle of Lake Balaton, perched atop a volcanic cone. Climb the castle walls and feel like a brave knight of the Middle Ages! Your reward will be the most beautiful 360-degree panorama of Lake Balaton."" ",,,,,,,Szezonális; indulás előtt érdemes ellenőrizni.,Saisonal; vor dem Besuch die aktuellen Informationen prüfen.,Seasonal; check the current information before your visit.,Belépős látnivaló; az aktuális árak a helyszínen elérhetők.,Eintrittspflichtige Sehenswürdigkeit; die aktuellen Preise sind vor Ort erhältlich.,Ticketed attraction; current prices are available on site.,,,46.80449755354794,17.436440137843398,,,,to-verify,2025-10-06
ranolder-kereszt,Ranolder-kereszt,Ranolder-Kreuz,Ranolder Cross,Badacsonytomaj,Észak,Nord,North,Poi,Szobor/Emlékhely,Könnyű,Leicht,Easy,,,,"„ A Badacsony szikláján álló Ranolder-kereszt egy igazi jelkép. Nem csak a kereszt látványa megkapó, hanem a mellőle nyíló panoráma is! Ha ide feljutottál, az már fél siker!”","""Das auf den Felsen des Badacsony stehende Ranolder-Kreuz ist ein echtes Wahrzeichen. Nicht nur der Anblick des Kreuzes ist beeindruckend, sondern auch das Panorama, das sich daneben eröffnet! Wenn man es erst einmal hierher geschafft hat, ist das schon der halbe Erfolg!"" ","""Standing on the rocks of Badacsony, the Ranolder Cross is a true landmark. It’s not just the sight of the cross itself that is captivating, but the panorama unfolding beside it as well! Once you've made it up here, you’re already halfway to success!"" ",,,,,,,,,,,,,,,46.79684569204886,17.490379595514597,,,,to-verify,2025-10-06
badacsony-bujdosok-lepcsoje-badacsony,Badacsony Bujdosók lépcsője,"Treppe der Flüchtenden, Badacsony","Fugitives’ Steps, Badacsony",Badacsonytördemic,Észak,Nord,North,Poi,POI,Közepes,Mittel,Moderate,,,,"„ Ezen a lépcsőn tényleg úgy érezheted magad, mint egy bujdosó, aki a hegy rejtekében keres menedéket. A kőből faragott, meredek lépcsősor a Badacsony rejtett kincseihez vezet. Csak túracipőben ajánlott!”","""Auf dieser Treppe kann man sich wirklich wie ein Flüchtiger fühlen, der im Versteck der Berge Zuflucht sucht. Die aus Stein gehauene, steile Treppenflucht führt zu den verborgenen Schätzen des Badacsony. Nur in Wanderschuhen empfohlen!"" ","""On these stairs, you can truly feel like a fugitive seeking refuge in the depths of the mountain. This steep flight of stone-carved steps leads to the hidden treasures of Badacsony. Recommended only in hiking boots!"" ",,,,,,,,,,,,,,,46.800429145998784,17.486033837843017,,,,to-verify,2025-10-06
kisfaludy-kilato,Kisfaludy-kilátó,Kisfaludy-Aussichtsturm,Kisfaludy Lookout Tower,Badacsonytomaj,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„ Badacsony csúcsán álló kilátó, ami Kisfaludy Sándor költő nevét viseli. Innen beláthatod a Balaton-felvidék legszebb tanúhegyeit és a Balatont is.”","""Ein Aussichtsturm auf dem Gipfel des Badacsony, der den Namen des Dichters Sándor Kisfaludy trägt. Von hier aus kannst du die schönsten Zeugenberge des Balaton-Oberlandes und auch den Plattensee überblicken."" ","""A lookout tower standing at the summit of Badacsony, bearing the name of the poet Sándor Kisfaludy. From here, you can see the most beautiful monadnocks (witness hills) of the Balaton Uplands as well as Lake Balaton itself."" ",,,,,,,,,,,,,,,46.80344894531447,17.49623286667915,,,,to-verify,2025-10-06
btomaj-banyavagat,Badacsonytomaj Bányavágat,Steinstollen Badacsonytomaj,"Mine Tunnel, Badacsonytomaj",Badacsonytomaj,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A Bányavágat egy igazi geológiai érdekesség, a bazaltbányászat maradványa, ami ma már a természet által formált sziklafal.”","""Der Abbaustollen ist eine echte geologische Kuriosität, ein Überbleibsel des Basaltabbaus, das heute eine von der Natur geformte Felswand ist."" ","""The Mine Gallery is a true geological curiosity, a remnant of basalt mining that has now become a rock wall shaped by nature."" ",,,,,,,,,,,,,,,46.81369594944688,17.536438737844055,,,,to-verify,2025-10-06
btomaj-klastromkut,Badacsonytomaj Klastromkút,Klosterbrunnen Badacsonytomaj,"Monastery Well, Badacsonytomaj",Badacsonytomaj,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A Klastromkút egy békés forrás az erdő mélyén, ami a régi kolostorok emlékét őrzi. A hűs víz a forróságban igazi felüdülést nyújt.”","""Der Klastromkút (Klosterbrunnen) ist eine friedliche Quelle tief im Wald, die die Erinnerung an die alten Klöster bewahrt. Das kühle Wasser bietet in der Hitze eine echte Erfrischung."" ","""The Klastromkút (Monastery Well) is a peaceful spring deep in the forest, preserving the memory of ancient monasteries. Its cool water provides true refreshment in the sweltering heat."" ",,,,,,,,,,,,,,,46.80564363289063,17.500762380171675,,,,to-verify,2025-10-06
nemesgulacs-kokapu-nemesgulacs,Nemesgulács Kőkapu,Steintor Nemesgulács,"Stone Gate, Nemesgulács",Nemesgulács,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A Kőkapu egy hatalmas, természetes sziklaképződmény, ami valóban kapuszerűen áll. Ideális fotóhelyszín és a természet játékának bizonyítéka.”","""Das Kőkapu (Steintor) ist eine gewaltige, natürliche Felsformation, die wahrhaftig wie ein Tor dasteht. Ein idealer Ort für Fotos und ein Beweis für das Spiel der Natur."" ","""The Kőkapu (Stone Gate) is a massive, natural rock formation that truly stands like a gateway. It is an ideal photo location and proof of nature's playful creativity."" ",,,,,,,,,,,,,,,46.80675267124883,17.494799110858967,,,,to-verify,2025-10-06
btomaj-kanonok-forras,Badacsonytomaj Kanonok forrás,Kanonikerquelle Badacsonytomaj,"Canon’s Spring, Badacsonytomaj",Badacsonytomaj,Észak,Nord,North,Poi,Forrás,Könnyű,Leicht,Easy,,,,"„ A Kanonok forrás az erdő egy rejtett zuga, ahol a forrás vize csobog. A hely ideális a csendes pihenéshez.”","""Die Kanoniker-Quelle ist ein versteckter Winkel im Wald, in dem das Quellwasser plätschert. Der Ort ist ideal für eine stille Erholung."" ","""The Canon Spring is a hidden nook in the forest where the spring water trickles. The place is ideal for some quiet relaxation."" ",,,,,,,,,,,,,,,46.80082266709234,17.50447050900723,,,,to-verify,2025-10-06
btordemic-csaky-krisztina-pihenohely,Badacsonytördemic Csáky Krisztina pihenőhely,"Rastplatz Csáky Krisztina, Badacsonytördemic","Csáky Krisztina Rest Area, Badacsonytördemic",Badacsonytödemic,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ Egy kényelmes pihenőhely a Badacsony lábánál, Csáky Krisztina emlékére. Innen gyönyörű a kilátás a Balatonra.”","""Ein gemütlicher Rastplatz am Fuße des Badacsony, zum Gedenken an Krisztina Csáky. Von hier aus bietet sich ein wunderschöner Blick auf den Plattensee."" ","""A comfortable resting spot at the foot of Badacsony, in memory of Krisztina Csáky. From here, there is a beautiful view of Lake Balaton."" ",,,,,,,,,,,,,,,46.80591877915207,17.507288566679357,,,,to-verify,2025-10-06
folly-arboretum,Folly Arborétum,Folly Arboretum,Folly Arboretum,Badacsonytomaj,Észak,Nord,North,Belepos,Arborétum,Könnyű,Leicht,Easy,,,,"„ ’Az élő múzeum’, ahogy sokan nevezik. Itt a legritkább cédrusok, ciprusok és borókák illata keveredik a Balaton levegőjével. Ez a ""Balaton édenkertje"", ahol a fák mesélik a történeteket, és a kertészek munkája valódi művészet.”","""„Das lebendige Museum“, wie es viele nennen. Hier vermischt sich der Duft der seltensten Zedern, Zypressen und Wacholder mit der Luft des Plattensees. Dies ist der „Garten Eden des Balatons“, wo die Bäume Geschichten erzählen und die Arbeit der Gärtner wahre Kunst ist."" ","""'The living museum,' as many call it. Here, the scent of the rarest cedars, cypresses, and junipers mingles with the air of Lake Balaton. This is the 'Eden of Balaton,' where the trees tell stories and the work of the gardeners is true art."" ",,,,,,,Szezonális; indulás előtt érdemes ellenőrizni.,Saisonal; vor dem Besuch die aktuellen Informationen prüfen.,Seasonal; check the current information before your visit.,Belépős látnivaló; az aktuális árak a helyszínen elérhetők.,Eintrittspflichtige Sehenswürdigkeit; die aktuellen Preise sind vor Ort erhältlich.,Ticketed attraction; current prices are available on site.,,,46.810232061622905,17.54535851509505,,,,to-verify,2025-10-06
folly-arboretum-kilatoja,Folly Arborétum kilátója,Aussichtsturm des Folly Arboretums,Folly Arboretum Lookout Tower,Badacsonytomaj,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„ Kússz fel az Arborétum kilátójára, és nézz körül a fák tengerében! A Balaton kékje és a zöld lombok találkozása felejthetetlen.”","""Steig hinauf zum Aussichtsturm des Arboretums und blicke über das Meer aus Bäumen! Das Aufeinandertreffen des Blau des Plattensees und des Grüns der Blätter ist unvergesslich."" ","""Climb up to the Arboretum's lookout tower and look out over the sea of trees! The meeting of the Balaton's blue and the green foliage is unforgettable."" ",,,,,,,,,,,,,,,46.81219260601315,17.545927143397805,,,,to-verify,2025-10-06
bagolyko-roka-szikla,Bagolykő-Róka-Szikla,Bagolykő–Fuchs-Felsen,Bagolykő–Fox Rock,Ábrahámhegy,Észak,Nord,North,Poi,Szikla,Könnyű,Leicht,Easy,,,,"„ Két különleges sziklaalakzat a hegyen, ami a nevével is rácsodálkozik a látogatóra. Keresd meg a Baglyot és a Róka formáját!”","""Zwei besondere Felsformationen auf dem Berg, die den Besucher schon durch ihren Namen zum Staunen bringen. Suche nach der Gestalt der Eule und des Fuchses!"" ","""Two special rock formations on the mountain that surprise visitors even with their name. Look for the shapes of the Owl and the Fox!"" ",,,,,,,,,,,,,,,46.81055515250813,17.548974132793703,,,,to-verify,2025-10-06
abrahamhegy-sagvari-forras-abrahamhegy,Ábrahámhegy Ságvári forrás,"Ságvári-Quelle, Ábrahámhegy","Ságvári Spring, Ábrahámhegy",Ábrahámhegy,Észak,Nord,North,Poi,Forrás,Könnyű,Leicht,Easy,,,,"„ Egy apró, de annál frissebb forrás Ábrahámhegyen, ami a túrázók kedvenc megállója.”","""Eine winzige, aber umso frischere Quelle in Ábrahámhegy, die ein beliebter Zwischenstopp für Wanderer ist."" ","""A tiny but all the fresher spring in Ábrahámhegy, which is a favorite stop for hikers."" ",,,,,,,,,,,,,,,46.81612011070594,17.563935622500654,,,,to-verify,2025-10-06
abrahamhegy-haranglab-abrahamhegy,Ábrahámhegy Harangláb,"Glockenturm, Ábrahámhegy","Belfry, Ábrahámhegy",Ábrahámhegy,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A helyi harangláb a település szívében áll, ami egy igazi falusi idillt teremt.”","""Der örtliche Glockenturm steht im Herzen der Siedlung und schafft eine wahre dörfliche Idylle."" ","""The local bell tower stands in the heart of the settlement, creating a true village idyll."" ",,,,,,,,,,,,,,,46.832399250685526,17.56040062250191,,,,to-verify,2025-10-06
kovagoors-mosohaz-kovagoors,Kővágóörs Mosóház,Waschhaus Kővágóörs,"Washhouse, Kővágóörs",Kővágóörs,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A régi idők emlékét őrző mosóház, ahol egykor a helyi asszonyok mosással kapcsolatos pletykái is terjedtek. Egy kis történelmi nosztalgia.”","""Ein Waschhaus, das die Erinnerung an alte Zeiten bewahrt, in dem einst auch der Klatsch und Tratsch der örtlichen Frauen beim Waschen die Runde machte. Ein wenig historische Nostalgie."" ","""A washhouse preserving the memory of old times, where once the local women's laundry-related gossip also spread. A little historical nostalgia."" ",,,,,,,,,,,,,,,46.85023266003997,17.592901437846866,,,,to-verify,2025-10-06
fulop-hegyi-millenniumi-kilato,Fülöp-hegyi Millenniumi kilátó,Millennium-Aussichtsturm Fülöp-hegy,"Millennium Lookout Tower, Fülöp Hill",Révfülöp,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„ Ez a kilátó valóban egy mérföldkő, hiszen a Millennium tiszteletére épült. A Balatonra néző panoráma innen lenyűgöző.”","""Dieser Aussichtsturm ist ein wahrer Meilenstein, da er zu Ehren des Millenniums errichtet wurde. Das Panorama auf den Plattensee von hier aus ist beeindruckend."" ","""This lookout tower is a true milestone, as it was built in honor of the Millennium. The panorama overlooking Lake Balaton from here is stunning."" ",,,,,,,,,,,,,,,46.83605730023074,17.62125589551758,,,,to-verify,2025-10-06
orvenyes-pan-forras-orvenyes,Örvényes Pán Forrás,"Pan-Quelle, Örvényes","Pan Spring, Örvényes",Örvényes,Észak,Nord,North,Poi,Forrás,Könnyű,Leicht,Easy,,,,"„ A mitológiai Pán isten nevét viselő forrás egy rejtett, hűs zug Örvényesen. Ideális a túrázók felfrissülésére.”","""Die nach dem mythologischen Gott Pan benannte Quelle ist ein versteckter, kühler Winkel in Örvényes. Sie ist ideal zur Erfrischung für Wanderer."" ","""Named after the mythological god Pan, this spring is a hidden, cool nook in Örvényes. It is ideal for hikers to refresh themselves."" ",,,,,,,,,,,,,,,46.91613144171623,17.816122166687837,,,,to-verify,2025-10-06
orvenyes-malommuzeum-orvenyes,Örvényes Malommúzeum,Mühlenmuseum Örvényes,"Mill Museum, Örvényes",Örvényes,Észak,Nord,North,Belepos,Múzeum,Könnyű,Leicht,Easy,,,,"„ Az Örvényesi Malom egy működőképes malom, ahol a régi idők molnár életébe nyerhetsz bepillantást.”","""Die Wassermühle von Örvényes ist eine funktionstüchtige Mühle, in der man einen Einblick in das Müllerleben alter Zeiten gewinnen kann."" ","""The Watermill of Örvényes is a functional mill where you can gain insight into the life of millers from times gone by."" ",,,,,,,Szezonális; indulás előtt érdemes ellenőrizni.,Saisonal; vor dem Besuch die aktuellen Informationen prüfen.,Seasonal; check the current information before your visit.,Belépős látnivaló; az aktuális árak a helyszínen elérhetők.,Eintrittspflichtige Sehenswürdigkeit; die aktuellen Preise sind vor Ort erhältlich.,Ticketed attraction; current prices are available on site.,,,46.91659049700425,17.817283251344264,,,,to-verify,2025-10-06
nagyon-balaton-panoramakeret-aszofo-aszofo,Nagyon Balaton Panorámakeret Aszófő,"Nagyon Balaton Panoramarahmen, Aszófő","Nagyon Balaton Panorama Frame, Aszófő",Aszófő,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A Balaton legújabb fotó-őrületének helyszíne! A hatalmas, stílusos keret úgy áll a tájban, mint egy festmény. Lődd a legtrendibb balatoni szelfidet a panorámakeretben! A gyönyörű levendulás szomszédságában”","""Der Schauplatz des neuesten Foto-Hypes am Plattensee! Der riesige, stilvolle Rahmen steht in der Landschaft wie ein Gemälde. Mach dein trendigstes Balaton-Selfie im Panorama-Rahmen! Direkt in der Nachbarschaft des wunderschönen Lavendelfeldes."" ","""The site of Lake Balaton's latest photo craze! The huge, stylish frame stands in the landscape like a painting. Snap your trendiest Balaton selfie in the panorama frame! Located right next to the beautiful lavender field."" ",,,,,,,,,,,,,,,46.92208622602506,17.824630399866837,,,,to-verify,2025-10-06
kovesdi-templomrom,Kövesdi templomrom,Kirchenruine Kövesd,Kövesd Church Ruins,Aszófő,Észak,Nord,North,Poi,Rom/Vár,Közepes,Mittel,Moderate,,,,"„ A Kövesdi templomrom egy romantikus, középkori emlék. A falak között sétálva szinte hallani a régmúlt imáinak suttogását.”","""Die Kirchenruine von Kövesd ist ein romantisches, mittelalterliches Denkmal. Wenn man zwischen den Mauern spazieren geht, kann man fast das Flüstern der Gebete aus längst vergangener Zeit hören."" ","""The church ruins of Kövesd are a romantic, medieval relic. Walking among the walls, you can almost hear the whispered prayers of the distant past."" ",,,,,,,,,,,,,,,46.92387726570804,17.832860549493493,,,,to-verify,2025-10-06
tihany-sajkodi-sor-8237-kilato-ortorony-mellett-tihany,"Tihany, Sajkodi sor, 8237 kilátó Őrtorony mellett","Aussichtspunkt neben dem Wachturm, Sajkodi sor, Tihany","Viewpoint Next to the Watchtower, Sajkodi Row, Tihany",Tihany,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„ Egy rejtett gyöngyszem a Sajkodi soron, az Őrtorony közelében. A félsziget egyik legszebb, békés pontja.”","""Ein verstecktes Juwel an der Sajkoder Uferzeile, in der Nähe des Wachturms. Einer der schönsten und friedlichsten Punkte der Halbinsel."" ","""A hidden gem on Sajkod row, near the Watchtower. One of the most beautiful and peaceful spots on the peninsula."" ",,,,,,,,,,,,,,,46.91237658292553,17.855832707909652,,,,to-verify,2025-10-06
tihany-sziklaterasz-tihany,Tihany Sziklaterasz,Felsterrasse Tihany,"Rock Terrace, Tihany",Tihany,Észak,Nord,North,Poi,Szikla,Könnyű,Leicht,Easy,,,,"„ A Sziklaterasz egy fantasztikus kilátópont, ahonnan a Balaton felé nyíló panoráma lenyűgöző. Ideális helyszín egy romantikus fotózáshoz.”","""Die Felsterrasse ist ein fantastischer Aussichtspunkt, von dem aus das Panorama auf den Plattensee beeindruckend ist. Ein idealer Ort für ein romantisches Fotoshooting."" ","""The Rock Terrace is a fantastic viewpoint from which the panorama opening towards Lake Balaton is stunning. It is an ideal location for a romantic photo shoot."" ",,,,,,,,,,,,,,,46.91482881670623,17.85433235319544,,,,to-verify,2025-10-06
tihanyi-oslevendulas-tihany,Tihanyi őslevendulás,Historisches Lavendelfeld von Tihany ,Tihany Ancient Lavender Garden,Tihany,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ Lépj be a tihanyi levendula lila álmába, ahol a mező illata elkábít és a táj megszépít. Ideális helyszín, hogy elfelejtsd a mindennapok gondját!”","""Tritt ein in den lila Traum des Lavendels von Tihany, wo der Duft des Feldes dich berauscht und die Landschaft dich verzaubert. Ein idealer Ort, um die Sorgen des Alltags zu vergessen!"" ","""Step into the purple dream of Tihany's lavender, where the scent of the field mesmerizes you and the landscape beautifies your soul. The ideal location to forget the worries of everyday life!"" ",,,,,,,,,,,,,,,46.90883045047429,17.85640619552316,,,,to-verify,2025-10-06
csucs-hegyi-forrasbarlang,Csúcs-hegyi-forrásbarlang,Quellhöhle am Csúcs-Berg ,Csúcs Hill Spring Cave,Tihany,Észak,Nord,North,Poi,Forrás,Nehéz,Schwer,Hard,,,,"„ Egy igazi barlangász kaland Tihanyban, a forrásbarlang izgalmas felfedezőutat kínál.”","""Ein wahres Höhlenabenteuer in Tihany; die Quellhöhle bietet eine spannende Entdeckungsreise."" ","""A true caving adventure in Tihany; the spring cave offers an exciting journey of discovery."" ",,,,,,,,,,,,,,,46.90592976976824,17.85200331086654,,,,to-verify,2025-10-06
gurbicza-teto-piheno,Gurbicza tető pihenő,Rastplatz Gurbicza-Gipfel ,Gurbicza Summit Rest Area,Tihany,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ Ez a Balaton-felvidék egyik legszebb rejtett kilátópontja, ahol a panoráma simán felveszi a versenyt a híres Szépkilátóval, csak éppen tömeg nélkül, teljes nyugalomban élvezheted a tájat. A dombtetőről eléd tárul a Szigligeti-öböl, a tanúhegyek és a csillogó víztükör, így tökéletes úti cél, ha egy rövid, de látványos és békés túrára vágysz a természet lágy ölén.”","""Dies ist einer der schönsten versteckten Aussichtspunkte des Balaton-Oberlandes, dessen Panorama problemlos mit dem berühmten Szépkilátó mithalten kann – nur dass man hier die Landschaft ohne Menschenmassen, in völliger Ruhe genießen kann. Vom Gipfel des Hügels eröffnen sich die Bucht von Szigliget, die Zeugenberge und der glitzernde Wasserspiegel, was ihn zum perfekten Ziel macht, wenn man eine kurze, aber spektakuläre und friedliche Wanderung im Schoße der Natur sucht."" ","""This is one of the most beautiful hidden viewpoints of the Balaton Uplands, where the panorama easily rivals the famous Szépkilátó, but here you can enjoy the landscape in total peace, without the crowds. From the hilltop, the Bay of Szigliget, the witness mountains, and the glistening water surface unfold before you, making it the perfect destination if you're looking for a short but spectacular and peaceful hike in the heart of nature."" ",,,,,,,,,,,,,,,46.903411885801184,17.852571295522754,,,,to-verify,2025-10-06
szelso-kopaszhegyi-lepcso,Szélső-Kopaszhegyi Lépcső,Treppe am äußeren Kopasz-Berg ,Szélső-Kopasz Hill Stairs,Tihany,Észak,Nord,North,Poi,POI,Közepes,Mittel,Moderate,,,,"„ Egy lépcsősor, ami a Szélső-Kopaszhegyre vezet, és izzasztó, de megéri a fáradtságot.”","""Eine Treppenflucht, die auf den Szélső-Kopasz-Berg führt; sie ist zwar schweißtreibend, aber die Mühe lohnt sich auf jeden Fall."" ","""A flight of stairs leading to Szélső-Kopasz Hill; it’s a workout, but it’s well worth the effort."" ",,,,,,,,,,,,,,,46.9007840596853,17.896970922507137,,,,to-verify,2025-10-06
akaszto-dombi-kilatopont,Akasztó-dombi kilátópont,Aussichtspunkt am Akasztó-Hügel ,Akasztó Hill Viewpoint,Tihany,Észak,Nord,North,Poi,Kilátó,Könnyű,Leicht,Easy,,,,"„A tihanyi Akasztó-dombi kilátópont a félsziget egyik legkülönlegesebb pontja, ahol a történelem és a Balaton kékje találkozik: nevét az apátság egykori pallosjogáról (az itt felállított bitófáról) kapta, de ma már csak a békés, „látott halra” emlékeztető panoráma uralja a tájat. Innen figyelték régen a halászok a gardarajok vonulását, ma pedig te élvezheted a Füredi-öbölre nyíló zavartalan kilátást és a domb alatti híres Piac Placc nyüzsgő hangulatát.”","""Der Aussichtspunkt Akasztó-domb in Tihany ist einer der außergewöhnlichsten Orte der Halbinsel, an dem Geschichte und das Blau des Plattensees aufeinandertreffen: Er erhielt seinen Namen nach dem einstigen Blutgerichtsbarkeit der Abtei (nach dem hier errichteten Galgen), doch heute wird die Landschaft nur noch vom friedlichen Panorama beherrscht, das an den „gesehenen Fisch“ erinnert. Von hier aus beobachteten früher die Fischer die vorbeiziehenden Gardaschwärme (Sichlinge); heute können Sie den ungestörten Blick auf die Bucht von Füred und das geschäftige Treiben des berühmten Marktes „Piac Placc“ am Fuße des Hügels genießen."" ","""The Akasztó Hill viewpoint in Tihany is one of the most unique spots on the peninsula, where history meets the blue of Lake Balaton: named after the abbey's former right of the sword (the gallows once erected here), today the landscape is dominated only by the peaceful panorama reminiscent of the 'seen fish.' In the past, fishermen watched the migration of 'gardas' (razorfish) from here; today, you can enjoy the undisturbed view of the Füred Bay and the bustling atmosphere of the famous Piac Placc market at the foot of the hill."" ",,,,,,,,,,,,,,,46.905922199731855,17.89370583785114,,,,to-verify,2025-10-06
ciprian-forras,Ciprián-forrás,Ciprián-Quelle ,Ciprián Spring,Tihany,Észak,Nord,North,Poi,Forrás,Könnyű,Leicht,Easy,,,,"„A tihanyi Ciprián-forrás a félsziget egyetlen rétegforrása, amely az Óvár sziklái alatt rejtőzve őrzi az egykor itt élő remeték és szerzetesek emlékét. A hűvös erdő mélyén megbújó, kőbe foglalt forrás vize tökéletes frissítőt ad a túrázóknak, miközben a közelében pihenve átélhetjük a Balaton-felvidék egyik legmisztikusabb, történelmi hangulatát.”","""Die Ciprián-Quelle in Tihany ist die einzige Schichtquelle der Halbinsel, die verborgen unter den Felsen von Óvár die Erinnerung an die einst hier lebenden Eremiten und Mönche bewahrt. Das in Stein gefasste Quellwasser, das sich tief im kühlen Wald versteckt, bietet Wanderern eine perfekte Erfrischung, während man beim Ausruhen in der Nähe eine der mystischsten und historischsten Stimmungen des Balaton-Oberlandes erleben kann."" ","""The Ciprián Spring in Tihany is the peninsula's only layer spring, hidden beneath the cliffs of Óvár, preserving the memory of the hermits and monks who once lived here. Tucked away in the depths of the cool forest, the stone-encased spring water provides perfect refreshment for hikers, while resting nearby allows you to experience one of the most mystical, historical atmospheres of the Balaton Uplands."" ",,,,,,,,,,,,,,,46.92177809308444,17.885976551344594,,,,to-verify,2025-10-06
baratlakasok-tihany-tihany,Barátlakások Tihany,Einsiedlerhöhlen (Mönchsklausen) ,"Monks’ Cells, Tihany",Tihany,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A Barátlakások egy igazi történelmi rejtély! Ezek a sziklába vájt cellák a bencés remeték otthonai voltak. Képzeld el a szegényes életet, amit a barátok éltek a barlangokban, csak a Balatonra néző kilátás vigasztalta őket!”","""Die Einsiedlerhöhlen sind ein wahres historisches Rätsel! Diese in den Fels gehauenen Zellen waren einst die Behausungen von Benediktinermönchen. Stell dir das bescheidene Leben vor, das die Brüder in den Höhlen führten, während sie nur der Blick auf den Plattensee tröstete!"" ","""The Hermit Caves are a true historical mystery! These cells carved into the rock were once the homes of Benedictine hermits. Imagine the humble life the monks lived in the caves, with only the view of Lake Balaton to comfort them!"" ",,,,,,,,,,,,,,,46.92303410579769,17.87899906483706,,,,to-verify,2025-10-06
ovar-teto,Óvár-tető,"Óvár-Gipfel, Tihany ",Óvár Summit,Tihany,Észak,Nord,North,Poi,Rom/Vár,Közepes,Mittel,Moderate,,,,"„A tihanyi Óvár-tető a félsziget legmagasabb pontja, ahol a bronzkori földvár sáncai között sétálva egyszerre érintheted meg a történelmet és a természetet. A tetőről nyíló pazar panoráma a Külső-tóra és a Balaton végtelen víztükrére emlékeztet, hogy miért tartják ezt a vidéket a „magyar Provence” szívének.  ”","""Das Óvár-tető in Tihany ist der höchste Punkt der Halbinsel, wo man zwischen den Schanzen der bronzezeitlichen Erdburg gleichzeitig die Geschichte und die Natur berühren kann. Das prachtvolle Panorama vom Gipfel auf den Äußeren See und den endlosen Wasserspiegel des Plattensees erinnert daran, warum diese Gegend als das Herz der „ungarischen Provence“ gilt."" ","""The Óvár-tető in Tihany is the highest point of the peninsula, where walking among the ramparts of the Bronze Age earthworks allows you to touch history and nature at the same time. The magnificent panorama from the summit overlooking the Outer Lake and the endless water surface of Lake Balaton reminds us why this region is considered the heart of the 'Hungarian Provence'."" ",,,,,,,,,,,,,,,46.9208762800061,17.878337609016413,,,,to-verify,2025-10-06
aranyhaz-gejzirkup-tihany-tihany,Aranyház gejzírkúp Tihany,Geysirkegel „Goldenes Haus“ ,"Aranyház Geyser Cone, Tihany",Tihany,Észak,Nord,North,Poi,POI,Könnyű,Leicht,Easy,,,,"„ A gejzírek által létrehozott különleges kúp, ami a természet erejének bizonyítéka. A kúp tetején arany színű moha található.”","""Ein durch Geysire entstandener besonderer Kegel, der ein Zeugnis für die Kraft der Natur ist. Auf der Spitze des Kegels befindet sich goldfarbenes Moos."" ","""A special cone created by geysers, standing as proof of the power of nature. Golden moss can be found on top of the cone."" ",,,,,,,,,,,,,,,46.90196338061482,17.88173762435856,,,,to-verify,2025-10-06
